時刻,時間 (ミリ秒),コンピュータ,理由,タグ,処理,ランク,方向,インタフェース,フレームの種類,プロトコル,フラグ,送信元IP,送信元MAC,送信元ポート,送信先IP,送信先MAC,送信先ポート,パケットサイズ,繰り返しカウント,終了時刻,フロー,ステータス,備考,データフラグ,データインデックス,データ
2015-02-16 23:14:30,1424096070000633,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,26222,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,45994,06776BF6A5AD02E9E540000308004500022EB618400035060000D28071FB0A0A11F1666E0050C7E972A6749EE2288018002E000000000101080A49F2DA4E025CB284
2015-02-16 23:14:33,1424096073869383,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53354,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,45996,06776BF6A5AD02E9E540000308004500022EE01C40003F06000036F956290A0A11F1D06A0050CAD808B81FD06F8A80180073000000000101080AA19DE230025CB407
2015-02-16 23:14:35,1424096075398163,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,39763,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,45998,06776BF6A5AD02E9E54000030800450002342DA040003F06000036F93F9E0A0A11F19B5300504EAC7239AFF029288018008D000000000101080A92B14623025CB4A0
2015-02-16 23:14:38,1424096078034530,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,63087,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46000,06776BF6A5AD02E9E540000308004500022E9217400035060000D28071FB0A0A11F1F66F00503CED720938ABF55C8018002E000000000101080A49F2F9A9025CB5A7
2015-02-16 23:14:46,1424096086411622,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,35185,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,46002,06776BF6A5AD02E9E540000308004500023288EB40003F06000036F9562A0A0A11F18971005050547851AD1B862880180073000000000101080AA185F93C025CB8ED
2015-02-16 23:14:47,1424096087066814,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,30312,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46004,06776BF6A5AD02E9E540000308004500022ED339400035060000D28071FB0A0A11F1766800502CB6D66653C8BD9A8018002E000000000101080A49F31CEF025CB92E
2015-02-16 23:14:47,1424096087956002,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,47280,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46006,06776BF6A5AD02E9E540000308004500023E9F59400035060000D28071FB0A0A11F1B8B00050C271ED44969EF70980180073000000000101080A925D79A3025CB987
2015-02-16 23:14:48,1424096088860791,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,65437,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,46010,06776BF6A5AD02E9E5400003080045000236097C40003F06000036F956410A0A11F1FF9D0050800AF4C15FDF966B80180073000000000101080AA1B8E738025CB9E3
2015-02-16 23:14:48,1424096088860791,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,23947,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46008,06776BF6A5AD02E9E540000308004500023E97E3400035060000D28071FB0A0A11F15D8B00501AF736559218432C80180073000000000101080A925EB81A025CB9E2
2015-02-16 23:14:49,1424096089874778,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53393,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46012,06776BF6A5AD02E9E540000308004500022E990240003F06000036F956290A0A11F1D09100504F58BECA4588334380180073000000000101080AA19E20B5025CBA48
2015-02-16 23:14:52,1424096092417545,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,35187,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,46014,06776BF6A5AD02E9E5400003080045000232BA3B40003F06000036F9562A0A0A11F189730050A47FB104D50CF66B80180073000000000101080AA18610B7025CBB46
2015-02-16 23:14:52,1424096092885539,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53402,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46016,06776BF6A5AD02E9E540000308004500022E0D2840003F06000036F956290A0A11F1D09A0050DAF827CB87406C6980180073000000000101080AA19E2C71025CBB74
2015-02-16 23:14:58,1424096098829063,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,28673,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46018,06776BF6A5AD02E9E5400003080045000278C18B400035060000D28071FB0A0A11F170010050125F72049252A19980180073000000000101080A4A1DAA0F025CBDC7
2015-02-16 23:15:00,1424096100435842,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,35203,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,46020,06776BF6A5AD02E9E5400003080045000232405740003F06000036F9562A0A0A11F189830050AF49762626A1B38B80180073000000000101080AA1863001025CBE67
2015-02-16 23:15:02,1424096102869411,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,53251,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46022,06776BF6A5AD02E9E54000030800450002780B25400035060000D28071FB0A0A11F1D00300508135B9150B7D05BE80180073000000000101080A4A1DB9CC025CBF5A
2015-02-16 23:15:03,1424096103399804,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,39769,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,46024,06776BF6A5AD02E9E5400003080045000234003F40003F06000036F93F9E0A0A11F19B59005083ABBA3D927A1A578018008D000000000101080A92B1B388025CBF91
2015-02-16 23:15:08,1424096108890934,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,24604,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46026,06776BF6A5AD02E9E5400003080045000278DE8C400035060000D28071FB0A0A11F1601C0050322216417A6DE90580180073000000000101080A4A1DD159025CC1B5
2015-02-16 23:15:09,1424096109093731,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,13920,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46028,06776BF6A5AD02E9E540000308004500022E8CDB400035060000D28071FB0A0A11F13660005073B704BBBA0F040B8018002E000000000101080A49F372FB025CC1C9
2015-02-16 23:15:14,1424096114444463,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,35221,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,46030,06776BF6A5AD02E9E54000030800450002324D6E40003F06000036F9562A0A0A11F18995005012A1325A7C4D590880180073000000000101080AA18666BB025CC3E0
2015-02-16 23:15:17,1424096117361625,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,29350,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46032,06776BF6A5AD02E9E540000308004500022E8A77400035060000D28071FB0A0A11F172A60050E18AE34BD18FCC058018002E000000000101080A49FD56D2025CC503
2015-02-16 23:15:17,1424096117720421,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,56783,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46034,06776BF6A5AD02E9E540000308004500022E449540003F06000036F956380A0A11F1DDCF0050641D4DFA6ABF9C1A80180073000000000101080A49E903F0025CC528
2015-02-16 23:15:17,1424096117814020,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56459,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46036,06776BF6A5AD02E9E540000308004500022E619840003F06000036F9563C0A0A11F1DC8B0050B65AE855514232D680180073000000000101080AA1A88048025CC531
2015-02-16 23:15:20,1424096120762382,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,15402,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46038,06776BF6A5AD02E9E5400003080045000278BD2F400035060000D28071FB0A0A11F13C2A00508A4F8A2A100DFCA180180073000000000101080A4A293E98025CC658
2015-02-16 23:15:23,1424096123913541,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,53277,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46040,06776BF6A5AD02E9E54000030800450002786B6D400035060000D28071FB0A0A11F1D01D005081A26DE6ED6D388380180073000000000101080A4A1E0C0D025CC793
2015-02-16 23:15:24,1424096124381535,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,62119,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46042,06776BF6A5AD02E9E540000308004500022E93EC400035060000D28071FB0A0A11F1F2A700506CCDE85163BA060E8018002E000000000101080A49FD7242025CC7C2
2015-02-16 23:15:24,1424096124724731,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,56784,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46044,06776BF6A5AD02E9E540000308004500022E224840003F06000036F956380A0A11F1DDD0005015AC438743179A1180180073000000000101080A49E91F4E025CC7E5
2015-02-16 23:15:24,1424096124818330,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56460,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46046,06776BF6A5AD02E9E540000308004500022E2CC440003F06000036F9563C0A0A11F1DC8C005066B4BD9C947A212F80180073000000000101080AA1A89BA6025CC7EE
2015-02-16 23:15:28,1424096128031889,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,12341,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46048,06776BF6A5AD02E9E5400003080045000278EAC3400035060000D28071FB0A0A11F130350050222F111C257FB10980180073000000000101080A925CEBED025CC92E
2015-02-16 23:15:28,1424096128780679,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,48171,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46050,06776BF6A5AD02E9E5400003080045000278AB42400035060000D28071FB0A0A11F1BC2B00505C35FD5DCCF9A4CB80180073000000000101080A4A295DF0025CC97A
2015-02-16 23:15:35,1424096135051799,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,36918,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46052,06776BF6A5AD02E9E54000030800450002783AF8400035060000D28071FB0A0A11F1903600503D414421706CF3F780180073000000000101080A925D0761025CCBED
2015-02-16 23:15:40,1424096140418130,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,21152,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46054,06776BF6A5AD02E9E540000308004500022E14D1400035060000D28071FB0A0A11F152A00050C85CAA85869E79788018002E000000000101080A49FDB0E2025CCE05
2015-02-16 23:15:40,1424096140730126,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,56785,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46056,06776BF6A5AD02E9E540000308004500022EF5B640003F06000036F956380A0A11F1DDD100506FDDAEDF4ECEC96B80180073000000000101080A49E95DD3025CCE25
2015-02-16 23:15:40,1424096140823725,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56461,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46058,06776BF6A5AD02E9E540000308004500022E25BC40003F06000036F9563C0A0A11F1DC8D00507D95060ECD1F889B80180073000000000101080AA1A8DA2A025CCE2E
2015-02-16 23:15:41,1424096141088921,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,45111,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46060,06776BF6A5AD02E9E5400003080045000278B017400035060000D28071FB0A0A11F1B03700501B7BB549028CAA7080180073000000000101080A925D1EF4025CCE49
2015-02-16 23:15:41,1424096141806512,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,19492,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46062,06776BF6A5AD02E9E54000030800450002789515400035060000D28071FB0A0A11F14C240050791A0C4EBDF68ECE80180073000000000101080A4A2990CE025CCE91
2015-02-16 23:15:50,1424096150869996,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,65439,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,46064,06776BF6A5AD02E9E5400003080045000236BD2840003F06000036F956410A0A11F1FF9F0050A1156ABFC2FB42A280180073000000000101080AA1B9D965025CD21B
2015-02-16 23:15:53,1424096153989956,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,6321,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46066,06776BF6A5AD02E9E540000308004500023E2D0C400035060000D28071FB0A0A11F118B100500FC15D00A4D608AB80180073000000000101080A925E7B9B025CD353
2015-02-16 23:15:54,1424096154925944,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,28036,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46068,06776BF6A5AD02E9E540000308004500023EDFD1400035060000D28071FB0A0A11F16D840050F5BB6CAE75CC72DB80180073000000000101080A925FBA22025CD3AF
2015-02-16 23:15:55,1424096155893131,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53557,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46070,06776BF6A5AD02E9E540000308004500022E932240003F06000036F956290A0A11F1D1350050C235B806BABDC4AA80180073000000000101080AA19F2298025CD412
2015-02-16 23:15:57,1424096157468711,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,12961,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46072,06776BF6A5AD02E9E540000308004500022EEDEC400035060000D28071FB0A0A11F132A10050DD482539E31824BA8018002E000000000101080A49FDF379025CD4AE
2015-02-16 23:15:57,1424096157733908,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,56788,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46074,06776BF6A5AD02E9E540000308004500022EC9C440003F06000036F956380A0A11F1DDD4005015A97000F9E193BD80180073000000000101080A49E9A041025CD4CA
2015-02-16 23:15:57,1424096157827507,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56462,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46076,06776BF6A5AD02E9E540000308004500022E501B40003F06000036F9563C0A0A11F1DC8E005028CF5300D4D2682B80180073000000000101080AA1A91C97025CD4D3
2015-02-16 23:15:57,1424096157874306,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,65440,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,46078,06776BF6A5AD02E9E5400003080045000236AACA40003F06000036F956410A0A11F1FFA00050FBD264F80D49327180180073000000000101080AA1B9F4C2025CD4D7
2015-02-16 23:15:59,1424096159028691,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,59570,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46080,06776BF6A5AD02E9E540000308004500023EEF63400035060000D28071FB0A0A11F1E8B20050FC1F66F0C20528E080180073000000000101080A925E8F46025CD54B
2015-02-16 23:16:00,1424096160947467,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,64901,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46082,06776BF6A5AD02E9E540000308004500023ED145400035060000D28071FB0A0A11F1FD850050C5C7075A6378AB1580180073000000000101080A925FD1AF025CD60B
2015-02-16 23:16:01,1424096161899054,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53571,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46084,06776BF6A5AD02E9E540000308004500022E93C640003F06000036F956290A0A11F1D1430050AB62B046A70670DB80180073000000000101080AA19F3A0D025CD66A
2015-02-16 23:16:06,1424096166422996,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,39785,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,46086,06776BF6A5AD02E9E5400003080045000234342440003F06000036F93F9E0A0A11F19B69005015E6A42E064021B48018008D000000000101080A92B2A9B2025CD82F
2015-02-16 23:16:07,1424096167062588,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,59571,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46088,06776BF6A5AD02E9E540000308004500023E6C8D400035060000D28071FB0A0A11F1E8B30050795BC89727B8380980180073000000000101080A925EAE9E025CD86D
2015-02-16 23:16:09,1424096169121762,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,64560,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46090,06776BF6A5AD02E9E54000030800450002784CD8400035060000D28071FB0A0A11F1FC300050DB3BC72F151A8DEA80180073000000000101080A925D8C74025CD93C
2015-02-16 23:16:09,1424096169839353,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,39971,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,46092,06776BF6A5AD02E9E540000308004500027890EF400035060000D28071FB0A0A11F19C2300500F9B755AE0D901E380180073000000000101080A4A29FE50025CD984
2015-02-16 23:16:11,1424096171430532,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,39787,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,46094,06776BF6A5AD02E9E5400003080045000234AA7440003F06000036F93F9E0A0A11F19B6B0050DE521DD1482F048C8018008D000000000101080A92B2BD3E025CDA23
2015-02-16 23:16:13,1424096173879701,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,65441,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,46096,06776BF6A5AD02E9E5400003080045000236143440003F06000036F956410A0A11F1FFA100503AD22DE9D159B56280180073000000000101080AA1BA3347025CDB18
2015-02-16 23:16:15,1424096175236883,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,5729,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46098,06776BF6A5AD02E9E540000308004500022E01C6400035060000D28071FB0A0A11F116610050A9897B0C32526ED48018002E000000000101080A49F4755E025CDBA0
2015-02-16 23:16:15,1424096175985674,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,52614,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46100,06776BF6A5AD02E9E540000308004500023EDE52400035060000D28071FB0A0A11F1CD8600507DE2D897B3278E6280180073000000000101080A92600C64025CDBEA
2015-02-16 23:16:16,1424096176906062,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,53591,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46102,06776BF6A5AD02E9E540000308004500022E4CD340003F06000036F956290A0A11F1D1570050C6243EE6A487F4D880180073000000000101080AA19F74AA025CDC47
2015-02-16 23:16:17,1424096177467655,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,35434,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,46104,06776BF6A5AD02E9E540000308004500023295EC40003F06000036F9562A0A0A11F18A6A005059D0CF8314AC038080180073000000000101080AA1875CEA025CDC7F
2015-02-16 23:16:18,1424096178076047,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,26828,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,46106,06776BF6A5AD02E9E540000308004500023EB7A1400035060000D28071FB0A0A11F168CC005098D37480A314610780180073000000000101080A925ED9AD025CDCBC
2015-02-16 23:16:18,1424096178263245,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,38498,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,46108,06776BF6A5AD02E9E540000308004500022EE2F5400035060000D28071FB0A0A11F19662005048356A4E46291EB38018002E000000000101080A49F48130025CDCCE
