時刻,時間 (ミリ秒),コンピュータ,理由,タグ,処理,ランク,方向,インタフェース,フレームの種類,プロトコル,フラグ,送信元IP,送信元MAC,送信元ポート,送信先IP,送信先MAC,送信先ポート,パケットサイズ,繰り返しカウント,終了時刻,フロー,ステータス,備考,データフラグ,データインデックス,データ
2015-02-16 23:46:01,1424097961205417,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,40049,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,48026,06776BF6A5AD02E9E5400003080045000234F59F40003F06000036F93F9E0A0A11F19C710050F543FF95592C2B248018008D000000000101080A92CE0C90025F9548
2015-02-16 23:46:03,1424097963373789,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,61740,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48028,06776BF6A5AD02E9E54000030800450002782803400035060000D28071FB0A0A11F1F12C00503BF1D14C782D36DB80180073000000000101080A9278ED3F025F9620
2015-02-16 23:46:03,1424097963560986,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,61538,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48030,06776BF6A5AD02E9E5400003080045000278C2C1400035060000D28071FB0A0A11F1F0620050379CE32DB01C69B680180073000000000101080A4A3A1E21025F9632
2015-02-16 23:46:04,1424097964200578,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,40050,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,48032,06776BF6A5AD02E9E540000308004500023466F740003F06000036F93F9E0A0A11F19C7200508ADA8536F63C91B38018008D000000000101080A92CE184D025F9674
2015-02-16 23:46:05,1424097965183366,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,48597,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48034,06776BF6A5AD02E9E540000308004500023EDA71400035060000D28071FB0A0A11F1BDD50050BD4C8980B1021BFA80180073000000000101080A927B597B025F96D5
2015-02-16 23:46:05,1424097965947756,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56628,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48036,06776BF6A5AD02E9E540000308004500022EA71E40003F06000036F9563C0A0A11F1DD34005051731B0A45DE1A2E80180073000000000101080AA1C4B398025F9723
2015-02-16 23:46:06,1424097966212952,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,64982,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48038,06776BF6A5AD02E9E540000308004500023E71D3400035060000D28071FB0A0A11F1FDD60050B762332255BFCDF180180073000000000101080A927B5D7B025F973C
2015-02-16 23:46:07,1424097967351738,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32813,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48040,06776BF6A5AD02E9E5400003080045000236654F40003F06000036F956410A0A11F1802D00505C70FAC09CA8F45380180073000000000101080AA1D5910B025F97AE
2015-02-16 23:46:07,1424097967492136,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58126,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48042,06776BF6A5AD02E9E540000308004500022E821F40003F06000036F956290A0A11F1E30E0050C2064BBC98E7770180180073000000000101080AA1BAC727025F97BD
2015-02-16 23:46:08,1424097968350125,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32814,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48044,06776BF6A5AD02E9E54000030800450002362D5B40003F06000036F956410A0A11F1802E0050B67BC01E7A212D4C80180073000000000101080AA1D594F9025F9813
2015-02-16 23:46:08,1424097968490523,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58127,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48046,06776BF6A5AD02E9E540000308004500022E90A740003F06000036F956290A0A11F1E30F005057606231F7E321F680180073000000000101080AA1BACB13025F9821
2015-02-16 23:46:11,1424097971392086,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57031,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48048,06776BF6A5AD02E9E540000308004500022E1B7A40003F06000036F956380A0A11F1DEC7005009365E2ACDE41DDD80180073000000000101080A4A054CDD025F9943
2015-02-16 23:46:11,1424097971953679,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56629,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48050,06776BF6A5AD02E9E540000308004500022E332940003F06000036F9563C0A0A11F1DD3500505C2FFEAC0735253380180073000000000101080AA1C4CB0D025F997B
2015-02-16 23:46:13,1424097973404460,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57033,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48052,06776BF6A5AD02E9E540000308004500022E243E40003F06000036F956380A0A11F1DEC900504E147714D7DCB5CF80180073000000000101080A4A0554B3025F9A0B
2015-02-16 23:46:13,1424097973966053,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56630,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48054,06776BF6A5AD02E9E540000308004500022E734940003F06000036F9563C0A0A11F1DD360050D8DCA81801EF309A80180073000000000101080AA1C4D2E1025F9A44
2015-02-16 23:46:15,1424097975510433,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58132,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48056,06776BF6A5AD02E9E540000308004500022E03D740003F06000036F956290A0A11F1E31400503CFCEC3DD94174CC80180073000000000101080AA1BAE670025F9ADE
2015-02-16 23:46:16,1424097976368422,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,18432,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48058,06776BF6A5AD02E9E540000308004500023E0319400035060000D28071FB0A0A11F1480000502D4F4FB1CD8A929780180073000000000101080A927A4A36025F9B33
2015-02-16 23:46:16,1424097976633619,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,62389,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48060,06776BF6A5AD02E9E540000308004500022E080C400035060000D28071FB0A0A11F1F3B500501D560082A6678FEE8018002E000000000101080A4A0FF214025F9B4E
2015-02-16 23:46:17,1424097977382409,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,63489,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48062,06776BF6A5AD02E9E540000308004500023E0892400035060000D28071FB0A0A11F1F80100509C954D23E3D65D2680180073000000000101080A927A4E3B025F9B9A
2015-02-16 23:46:17,1424097977663206,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,55222,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48064,06776BF6A5AD02E9E540000308004500022EE32B400035060000D28071FB0A0A11F1D7B60050787A1BA13C1A42F88018002E000000000101080A4A0FF614025F9BB5
2015-02-16 23:46:19,1424097979410383,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57035,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48066,06776BF6A5AD02E9E540000308004500022E084C40003F06000036F956380A0A11F1DECB0050EA766AE1D42A2DA980180073000000000101080A4A056C28025F9C64
2015-02-16 23:46:24,1424097984417919,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,38914,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48068,06776BF6A5AD02E9E540000308004500023E438A400035060000D28071FB0A0A11F1980200504F413097A8A7ED6980180073000000000101080A927A69A8025F9E58
2015-02-16 23:46:24,1424097984683116,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,59319,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48070,06776BF6A5AD02E9E540000308004500022E9E7F400035060000D28071FB0A0A11F1E7B70050575495808D6D44C88018002E000000000101080A4A101187025F9E73
2015-02-16 23:46:27,1424097987506679,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58181,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48072,06776BF6A5AD02E9E540000308004500022EA10240003F06000036F956290A0A11F1E34500502B88BC2D80E514D180180073000000000101080AA1BB1555025F9F8E
2015-02-16 23:46:29,1424097989222657,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,60887,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48074,06776BF6A5AD02E9E540000308004500023E1703400035060000D28071FB0A0A11F1EDD700509A6EA823C5951DAC80180073000000000101080A927BB768025FA03A
2015-02-16 23:46:35,1424097995275380,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,32187,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48076,06776BF6A5AD02E9E540000308004500027804A9400035060000D28071FB0A0A11F17DBB005015C6E2F8265A616C80180073000000000101080A4A45D8ED025FA297
2015-02-16 23:46:35,1424097995400178,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,60717,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48078,06776BF6A5AD02E9E540000308004500027835A2400035060000D28071FB0A0A11F1ED2D0050EE9C66581FC6C50E80180073000000000101080A92796A55025FA2A2
2015-02-16 23:46:35,1424097995556176,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,40081,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,48080,06776BF6A5AD02E9E54000030800450002327A9F40003F06000036F9562A0A0A11F19C910050C1C166D5B5BC352780180073000000000101080AA1A31AD4025FA2B2
2015-02-16 23:46:37,1424097997303354,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,19892,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48082,06776BF6A5AD02E9E5400003080045000278521B400035060000D28071FB0A0A11F14DB40050722AB95156F7230E80180073000000000101080A4A45E0D7025FA361
2015-02-16 23:46:37,1424097997568550,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,40083,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,48084,06776BF6A5AD02E9E54000030800450002328E5540003F06000036F9562A0A0A11F19C9300503C20B375177D8E3580180073000000000101080AA1A322AE025FA37C
2015-02-16 23:46:38,1424097998332941,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,52661,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48086,06776BF6A5AD02E9E5400003080045000278111D400035060000D28071FB0A0A11F1CDB500502CE9FC5D35396ED580180073000000000101080A4A45E4D8025FA3C8
2015-02-16 23:46:38,1424097998566938,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,40088,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,48088,06776BF6A5AD02E9E5400003080045000232CBFB40003F06000036F9562A0A0A11F19C98005083C0F3ED48EA883D80180073000000000101080AA1A326A0025FA3E1
2015-02-16 23:46:38,1424097998941333,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,61174,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48090,06776BF6A5AD02E9E540000308004500022EF98B400035060000D28071FB0A0A11F1EEF600507F10FBCFD892DA958018002E000000000101080A4A1A0CE5025FA404
2015-02-16 23:46:39,1424097999346928,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,40374,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48092,06776BF6A5AD02E9E540000308004500027846B7400035060000D28071FB0A0A11F19DB600503890B4F80383825780180073000000000101080A4A45E8D6025FA42D
2015-02-16 23:46:39,1424097999580925,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.42,02:E9:E5:40:00:03,40105,10.10.17.241,06:77:6B:F6:A5:AD,80,576,1,,接続フロー,138,,8,48094,06776BF6A5AD02E9E54000030800450002323AB240003F06000036F9562A0A0A11F19CA90050185716A4394E30D280180073000000000101080AA1A32A91025FA446
2015-02-16 23:46:39,1424097999970920,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.60,02:E9:E5:40:00:03,56633,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48096,06776BF6A5AD02E9E540000308004500022E453040003F06000036F9563C0A0A11F1DD390050244D83D6D061D7C580180073000000000101080AA1C53876025FA46C
2015-02-16 23:46:43,1424098003964468,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,37623,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48098,06776BF6A5AD02E9E540000308004500022E0A49400035060000D28071FB0A0A11F192F70050833630BA48E537758018002E000000000101080A4A1A2087025FA5FB
2015-02-16 23:46:49,1424098009408799,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.56,02:E9:E5:40:00:03,57038,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48100,06776BF6A5AD02E9E540000308004500022E881140003F06000036F956380A0A11F1DECE005055986FD35739315D80180073000000000101080A4A05E15D025FA81C
2015-02-16 23:46:52,1424098012013965,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,17136,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48102,06776BF6A5AD02E9E540000308004500022EBC21400035060000D28071FB0A0A11F142F00050A4128A4C5261FAC18018002E000000000101080A4A1A3FEC025FA91E
2015-02-16 23:46:54,1424098014431934,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,6147,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48104,06776BF6A5AD02E9E540000308004500023E298F400035060000D28071FB0A0A11F1180300503414FDE79F8D933480180073000000000101080A927ADEF2025FAA12
2015-02-16 23:46:54,1424098014712731,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,34736,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48106,06776BF6A5AD02E9E540000308004500022E9186400035060000D28071FB0A0A11F187B00050A38B1DBFF7BAA7618018002E000000000101080A4A1086CE025FAA2E
2015-02-16 23:47:06,1424098026599778,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,45155,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48108,06776BF6A5AD02E9E54000030800450002784118400035060000D28071FB0A0A11F1B06300500C315BD6073E7DA680180073000000000101080A4A3B145F025FAED2
2015-02-16 23:47:07,1424098027223770,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,40053,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,48110,06776BF6A5AD02E9E5400003080045000234529940003F06000036F93F9E0A0A11F19C75005004F96364DA898F098018008D000000000101080A92CF0E75025FAF12
2015-02-16 23:47:12,1424098032387304,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32816,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48112,06776BF6A5AD02E9E5400003080045000236B34F40003F06000036F956410A0A11F180300050790742DD8F70D78180180073000000000101080AA1D68F18025FB116
2015-02-16 23:47:13,1424098033229693,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,40055,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,48114,06776BF6A5AD02E9E54000030800450002346A6F40003F06000036F93F9E0A0A11F19C77005066DD5605F607A9F68018008D000000000101080A92CF25F0025FB16B
2015-02-16 23:47:14,1424098034618075,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,57468,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48116,06776BF6A5AD02E9E540000308004500027864B6400035060000D28071FB0A0A11F1E07C005010A95D94D0118C5E80180073000000000101080A4A3B33B5025FB1F4
2015-02-16 23:47:16,1424098036396453,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32817,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48118,06776BF6A5AD02E9E54000030800450002362A3140003F06000036F956410A0A11F18031005060DBBB148C5A4B9E80180073000000000101080AA1D69EBD025FB2A6
2015-02-16 23:47:22,1424098042043580,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,8945,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48120,06776BF6A5AD02E9E540000308004500022EBA18400035060000D28071FB0A0A11F122F1005039E9159F49C877AF8018002E000000000101080A4A1AB545025FB4DB
2015-02-16 23:47:24,1424098044243152,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.63.158,02:E9:E5:40:00:03,40056,10.10.17.241,06:77:6B:F6:A5:AD,80,578,1,,接続フロー,138,,8,48122,06776BF6A5AD02E9E54000030800450002349F4A40003F06000036F93F9E0A0A11F19C780050604BD62A32E5BA048018008D000000000101080A92CF50EC025FB5B7
2015-02-16 23:47:27,1424098047394312,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32819,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48124,06776BF6A5AD02E9E5400003080045000236C9CC40003F06000036F956410A0A11F180330050A51C06EE163EE6A380180073000000000101080AA1D6C9BB025FB6F3
2015-02-16 23:47:28,1424098048642296,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,24701,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48126,06776BF6A5AD02E9E54000030800450002787F31400035060000D28071FB0A0A11F1607D0050F27A1BBF7CA5ECF780180073000000000101080A4A3B6A7B025FB76F
2015-02-16 23:47:30,1424098050405073,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.65,02:E9:E5:40:00:03,32820,10.10.17.241,06:77:6B:F6:A5:AD,80,580,1,,接続フロー,138,,8,48128,06776BF6A5AD02E9E540000308004500023687BC40003F06000036F956410A0A11F18034005016CC5940054B3A3F80180073000000000101080AA1D6D579025FB820
2015-02-16 23:47:30,1424098050529871,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58345,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48130,06776BF6A5AD02E9E540000308004500022EE11840003F06000036F956290A0A11F1E3E900506ACCF0E84A1BA76180180073000000000101080AA1BC0B7D025FB82C
2015-02-16 23:47:35,1424098055256611,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,60881,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48132,06776BF6A5AD02E9E540000308004500023E7001400035060000D28071FB0A0A11F1EDD10050A9FFDD3498600C0A80180073000000000101080A927CB959025FBA05
2015-02-16 23:47:36,1424098056535794,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58361,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48134,06776BF6A5AD02E9E540000308004500022EE0FF40003F06000036F956290A0A11F1E3F900508D3DC888A96EFC6480180073000000000101080AA1BC22F3025FBA84
2015-02-16 23:47:38,1424098058438970,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,61742,10.10.17.241,06:77:6B:F6:A5:AD,80,646,1,,接続フロー,138,,8,48136,06776BF6A5AD02E9E5400003080045000278A264400035060000D28071FB0A0A11F1F12E005060FDC95DF20D905F80180073000000000101080A927A6091025FBB42
2015-02-16 23:47:38,1424098058532569,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,54.249.86.41,02:E9:E5:40:00:03,58366,10.10.17.241,06:77:6B:F6:A5:AD,80,572,1,,接続フロー,138,,8,48138,06776BF6A5AD02E9E540000308004500022EEBED40003F06000036F956290A0A11F1E3FE00505737C7AB1808B07B80180073000000000101080AA1BC2AC8025FBB4D
2015-02-16 23:47:40,1424098060295346,10.10.46.88 (セキュリティ１),切断された接続上のパケット,,拒否,50,受信,06:77:6B:F6:A5:AD,IP,TCP,ACK PSH DF=1,210.128.113.251,02:E9:E5:40:00:03,19922,10.10.17.241,06:77:6B:F6:A5:AD,80,588,1,,接続フロー,138,,8,48140,06776BF6A5AD02E9E540000308004500023E157D400035060000D28071FB0A0A11F14DD2005074A2E00E33A0A6A680180073000000000101080A927CCCFC025FBBFB
